Folder Name,Jobs Unique to GETSOLUTION,Jobs Unique to ResequenceSolution,Jobs Relocated,Jobs Retained,Order Changed,Total Distance (km) (GetSolution),Total Distance (km) (ResequenceSolution),Summary Total Distance (km) (Delta),Total Time (GetSolution),Total Time (ResequenceSolution),Summary Total Time (Delta),Duty Time (GetSolution),Duty Time (ResequenceSolution),Summary Duty Time (Delta),Number of Vehicles Used (GetSolution),Number of Vehicles Used (ResequenceSolution),Summary Number of Vehicles Used (Delta),Delay Time (GetSolution),Delay Time (ResequenceSolution),Summary Delay Time (Delta),Number of JobIds (GetSolution),Number of JobIds (ResequenceSolution),Summary Number of JobIds (Delta),Violations (GetSolution),Violations (ResequenceSolution),Summary Violations (Delta),List of VehicleIds (GetSolution),List of VehicleIds (ResequenceSolution),Summary List of VehicleIds (Delta),Number of Stops (GetSolution),Number of Stops (ResequenceSolution),Summary Number of Stops (Delta)
207772,[],[],[],"['D-050623B03', 'D-050623B05', 'D-050623B07', 'D-050623B08', 'C-050623B02', 'D-050623B09', 'D-050623B06', 'C-050623B04', 'C-050623B08', 'C-050623B03', 'C-050623B06', 'C-050623B01', 'C-050623B07', 'D-050623B04', 'Depot', 'D-050623B02', 'D-050623B01', 'C-050623B05', 'C-050623B09']",True,126.202,134.66400000000002,8.462000000000018,0 days 01:45:40,0 days 01:53:40,0.0,0 days 04:01:28,0 days 04:23:16,0.0,1,1,0.0,{'Vehicle1': datetime.timedelta(0)},{'Vehicle1': datetime.timedelta(0)},0.0,19,19,0.0,[],[],0.0,['Vehicle1'],['Vehicle1'],0.0,9,9,0.0
207775,[],"['D-060623EF38', 'C-060623EF38', 'C-060623EF39', 'D-060623EF39']",[],"['D-060623EF20', 'C-060623EF20', 'D-060623EF18', 'C-060623EF23', 'C-060623EF21', 'D-060623EF34', 'D-060623EF30', 'C-060623EF25', 'C-060623EF22', 'C-060623EF31', 'C-060623EF30', 'D-060623EF36', 'C-060623EF15', 'C-060623EF17', 'D-060623EF22', 'C-060623EF24', 'C-060623EF36', 'D-060623EF23', 'D-060623EF16', 'D-060623EF15', 'D-060623EF25', 'D-060623EF35', 'C-060623EF35', 'C-060623EF18', 'D-060623EF21', 'D-060623EF26', 'C-060623EF32', 'D-060623EF33', 'D-060623EF24', 'D-060623EF37', 'C-060623EF33', 'C-060623EF16', 'Depot', 'D-060623EF32', 'D-060623EF31', 'D-060623EF17', 'C-060623EF37', 'C-060623EF26', 'C-060623EF34']",True,293.29600000000005,300.49100000000004,7.194999999999993,0 days 03:33:03,0 days 03:45:15,0.0,0 days 05:25:00,0 days 06:10:00,0.0,1,1,0.0,{'Vehicle1': datetime.timedelta(0)},{'Vehicle1': datetime.timedelta(0)},0.0,39,43,4.0,[],"[{'$id': '47', 'VehicleName': 'Vehicle1', 'ShiftNumber': 0, 'Violations': [{'$id': '48', 'ViolationId': 8, 'DriverId': 'Driver1', 'VehicleId': None, 'JobId': None, 'Degree': 33231999440, 'Load': None}]}]",0.0,['Vehicle1'],['Vehicle1'],0.0,16,18,2.0
207782,[],[],[],"['D-060623EF136', 'D-060623EF140', 'Depot', 'D-060623EF134', 'C-060623EF139', 'C-060623EF140', 'C-060623EF137', 'D-060623EF135', 'C-060623EF135', 'D-060623EF137', 'C-060623EF136', 'C-060623EF134', 'D-060623EF139']",True,303.465,315.16200000000003,11.69700000000006,0 days 03:10:48,0 days 03:18:11,0.0,0 days 02:49:00,0 days 02:49:00,0.0,1,1,0.0,{'Vehicle1': datetime.timedelta(0)},{'Vehicle1': datetime.timedelta(0)},0.0,13,13,0.0,[],[],0.0,['Vehicle1'],['Vehicle1'],0.0,7,7,0.0
207863,[],"['C-080623EF03', 'D-080623EF03']",[],"['C-080623EF18', 'D-080623EF04', 'C-080623EF11', 'D-080623EF06', 'D-080623EF07', 'C-080623EF09', 'C-080623EF12', 'D-080623EF21', 'C-080623EF05', 'D-080623EF02', 'D-080623EF16', 'C-080623EF15', 'C-080623EF16', 'C-080623EF02', 'D-080623EF08', 'C-080623EF01', 'D-080623EF20', 'C-080623EF21', 'D-080623EF13', 'D-080623EF12', 'D-080623EF10', 'D-080623EF01', 'C-080623EF13', 'C-080623EF10', 'C-080623EF08', 'C-080623EF20', 'C-080623EF14', 'D-080623EF05', 'C-080623EF06', 'D-080623EF15', 'D-080623EF09', 'C-080623EF07', 'D-080623EF14', 'Depot', 'D-080623EF11', 'D-080623EF18', 'C-080623EF04', 'C-080623EF19', 'D-080623EF19']",True,49.176,31.931999999999995,-17.244000000000007,0 days 01:12:57,0 days 00:51:19,0.0,0 days 05:38:00,0 days 05:40:20,0.0,1,1,0.0,{'Vehicle1': datetime.timedelta(0)},{'Vehicle1': datetime.timedelta(0)},0.0,39,41,2.0,[],[],0.0,['Vehicle1'],['Vehicle1'],0.0,16,16,0.0
207903,[],"['D-090623EF153', 'C-090623EF153']",[],"['C-090623EF147', 'D-090623EF146', 'C-090623EF150', 'D-090623EF152', 'C-090623EF151', 'C-090623EF149', 'D-090623EF150', 'D-090623EF149', 'C-090623EF142', 'C-090623EF143', 'D-090623EF148', 'D-090623EF145', 'C-090623EF152', 'C-090623EF144', 'D-090623EF143', 'D-090623EF151', 'D-090623EF144', 'C-090623EF146', 'D-090623EF147', 'D-090623EF142', 'Depot', 'C-090623EF148', 'C-090623EF145']",True,69.943,123.308,53.36500000000001,0 days 01:14:58,0 days 02:09:49,0.0,0 days 04:48:23,0 days 04:32:30,0.0,1,1,0.0,{'Vehicle1': datetime.timedelta(0)},{'Vehicle1': datetime.timedelta(0)},0.0,23,25,2.0,[],[],0.0,['Vehicle1'],['Vehicle1'],0.0,12,13,1.0
207931,[],[],[],"['D-090623CL04', 'Depot', 'C-090623CL02', 'C-090623CL04', 'D-090623CL01', 'D-090623CL03', 'C-090623CL03', 'C-090623CL01', 'D-090623CL02']",True,174.26299999999998,177.351,3.0880000000000223,0 days 01:57:30,0 days 01:57:24,0.0,0 days 02:08:00,0 days 02:08:00,0.0,1,1,0.0,{'Vehicle1': datetime.timedelta(0)},{'Vehicle1': datetime.timedelta(0)},0.0,9,9,0.0,[],[],0.0,['Vehicle1'],['Vehicle1'],0.0,5,5,0.0
207972,[],"['D-130623EF66', 'C-130623EF66']",[],"['C-130623EF64', 'C-130623EF56', 'C-130623EF60', 'C-130623EF57', 'C-130623EF58', 'D-130623EF67', 'C-130623EF68', 'C-130623EF55', 'C-130623EF67', 'D-130623EF60', 'D-130623EF57', 'D-130623EF55', 'D-130623EF58', 'C-130623EF65', 'D-130623EF61', 'D-130623EF63', 'D-130623EF65', 'D-130623EF68', 'D-130623EF56', 'C-130623EF63', 'D-130623EF62', 'C-130623EF59', 'Depot', 'D-130623EF59', 'C-130623EF62', 'D-130623EF64', 'C-130623EF61']",True,113.1,216099.205,215986.105,0 days 01:54:54,0 days 10:16:46,0.0,0 days 04:34:30,0 days 04:52:00,0.0,1,1,0.0,{'Vehicle1': datetime.timedelta(0)},"{'Vehicle1': datetime.timedelta(days=2, seconds=38149)}",0.0,27,29,2.0,[],"[{'$id': '33', 'VehicleName': 'Vehicle1', 'ShiftNumber': 0, 'Violations': [{'$id': '34', 'ViolationId': 1, 'DriverId': None, 'VehicleId': None, 'JobId': None, 'Degree': 3430108443240, 'Load': None}, {'$id': '35', 'ViolationId': 2, 'DriverId': None, 'VehicleId': None, 'JobId': None, 'Degree': 3605308443240, 'Load': None}, {'$id': '36', 'ViolationId': 5, 'DriverId': None, 'VehicleId': None, 'JobId': 'D-130623EF66', 'Degree': 534832024680, 'Load': None}, {'$id': '37', 'ViolationId': 5, 'DriverId': None, 'VehicleId': None, 'JobId': 'D-130623EF68', 'Degree': 2503898443240, 'Load': None}, {'$id': '38', 'ViolationId': 5, 'DriverId': None, 'VehicleId': None, 'JobId': 'D-130623EF67', 'Degree': 2526778443240, 'Load': None}]}]",0.0,['Vehicle1'],['Vehicle1'],0.0,13,14,1.0
208012,[],[],[],"['C-130623B03', 'C-130623B01', 'D-130623B02', 'Depot', 'C-130623B04', 'D-130623B03', 'C-130623B02', 'D-130623B01', 'D-130623B04']",True,92.316,107.62,15.304000000000016,0 days 01:14:29,0 days 01:30:46,0.0,0 days 02:42:43,0 days 02:05:19,0.0,1,1,0.0,{'Vehicle1': datetime.timedelta(0)},{'Vehicle1': datetime.timedelta(0)},0.0,9,9,0.0,[],[],0.0,['Vehicle1'],['Vehicle1'],0.0,5,5,0.0
208046,[],[],[],"['D-140623B02', 'Depot', 'C-140623B02', 'D-140623B01', 'C-140623B01', 'C-140623B03', 'D-140623B03', 'C-140623B04', 'D-140623B04']",True,317.083,320.994,3.910999999999945,0 days 03:13:24,0 days 03:19:57,0.0,0 days 02:38:00,0 days 02:38:00,0.0,1,1,0.0,{'Vehicle1': datetime.timedelta(0)},{'Vehicle1': datetime.timedelta(0)},0.0,9,9,0.0,[],[],0.0,['Vehicle1'],['Vehicle1'],0.0,5,5,0.0
208068,[],[],[],"['D-140623B20', 'C-140623B22', 'C-140623B21', 'D-140623B23', 'Depot', 'C-140623B23', 'D-140623B22', 'C-140623B20', 'D-140623B21']",True,24.347,24.44,0.0929999999999999,0 days 00:29:11,0 days 00:29:34,0.0,0 days 03:06:02,0 days 02:06:02,0.0,1,1,0.0,{'Vehicle1': datetime.timedelta(0)},{'Vehicle1': datetime.timedelta(0)},0.0,9,9,0.0,[],[],0.0,['Vehicle1'],['Vehicle1'],0.0,5,5,0.0
208079,"['D-150623EF117', 'C-150623EF117']",[],[],"['D-150623EF122', 'C-150623EF130', 'C-150623EF123', 'C-150623EF122', 'C-150623EF128', 'D-150623EF128', 'C-150623EF120', 'C-150623EF119', 'D-150623EF116', 'C-150623EF125', 'D-150623EF115', 'C-150623EF116', 'C-150623EF129', 'C-150623EF118', 'D-150623EF123', 'D-150623EF121', 'D-150623EF119', 'D-150623EF125', 'D-150623EF131', 'C-150623EF124', 'C-150623EF121', 'Depot', 'D-150623EF126', 'C-150623EF126', 'D-150623EF129', 'C-150623EF131', 'D-150623EF124', 'C-150623EF115', 'C-150623EF127', 'D-150623EF127', 'D-150623EF118', 'D-150623EF120', 'D-150623EF130']",True,82.49300000000001,66.93700000000001,-15.555999999999996,0 days 01:38:58,0 days 01:18:33,0.0,0 days 04:44:30,0 days 04:27:00,0.0,1,1,0.0,{'Vehicle1': datetime.timedelta(0)},{'Vehicle1': datetime.timedelta(0)},0.0,35,33,-2.0,[],[],0.0,['Vehicle1'],['Vehicle1'],0.0,14,13,-1.0
